Product_id,Brand,Type,Gender,Size,Number_Sold,Price(USD),User_id,review_title,review_text,review_rating,url,clean_review_title,clean_review_text,combined_review
pdct_85671,Nike,Running,Men,US 8.5,"2,076",120.0,user_613,"Beautiful, well-made, but 100% FLAWED for hiking!","I want to love these shoes, but there's one MAJOR flaw with the design of these shoes witch make these a dealbreaker for me. I've been hiking for years, and I know from experience this design flaw puts you at higher risk for a sprained or broken ankle.  The tread on the sole around the back outside of the shoe does not extend to the edge, which means, when you lean your anke to the side, there is a point at which the shoe will buckle for lack of support, and you're going down! All that time an money for product development, I'm surprised that this got overlooked. It's a bummer, because these would otherwise be great shoes! If you want an expensive pair of comfortable rugged shoes for walking on flat surfaces, then these would be fine.",2,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/58107a36-71f1-432d-b1fc-585ee9dec7c0/AIR+ZOOM+PEGASUS+41.png",beautiful wellmade but flawed for hiking,i want to love these shoes but theres one major flaw with the design of these shoes witch make these a dealbreaker for me ive been hiking for years and i know from experience this design flaw puts you at higher risk for a sprained or broken ankle the tread on the sole around the back outside of the shoe does not extend to the edge which means when you lean your anke to the side there is a point at which the shoe will buckle for lack of support and youre going down all that time an money for product development im surprised that this got overlooked its a bummer because these would otherwise be great shoes if you want an expensive pair of comfortable rugged shoes for walking on flat surfaces then these would be fine,beautiful wellmade but flawed for hiking i want to love these shoes but theres one major flaw with the design of these shoes witch make these a dealbreaker for me ive been hiking for years and i know from experience this design flaw puts you at higher risk for a sprained or broken ankle the tread on the sole around the back outside of the shoe does not extend to the edge which means when you lean your anke to the side there is a point at which the shoe will buckle for lack of support and youre going down all that time an money for product development im surprised that this got overlooked its a bummer because these would otherwise be great shoes if you want an expensive pair of comfortable rugged shoes for walking on flat surfaces then these would be fine
pdct_86441,Adidas,Lifestyle,Women,US 7,382,130.0,user_388,Best hiking shoe ever,"The first thing to get out of the way with these unusual but incredibly awesome hiking boots is the fit...they literally fit like a glove - snug, and almost unsettling close to the actual shape of my foot.  At first I found them to be too small, that is until I realized they just fit closer to my footâ€™s natural shape than normal shoes do.  If youâ€™re used to the way American work boots fit (extremely large) you may find these â€œtoo smallâ€.  They have a deep heal cup, pretty high arch support, and a slightly more square toe box than normal shoes.  The soles have fantastic grip on rocks, and are pretty much the best combination of cushion without being too vague or soft that I have found in a shoe.  I also like that the sole isnâ€™t overly wedged forward like a running shoe, it gives these boots a really planted feeling in rough terrain.  In fact, after wearing these boots for a couple consecutive long off-trail hikes and then switching to a more normal running shoe, I found it surprisingly difficult to keep my footing in the running shoes, which made me realize how great these boots are at keeping my feet stable.  The lacing system is pretty normal, nothing funky, but I will say that the all black and two military looking colors seem to be the only 3 versions with captive upper eyelets instead of hooks - in my opinion the hooks can be dangerous if not lethal by accidentally snagging the laces from the opposite shoe (giving a momentary â€œfeet tied together type fall)...this is especially dangerous if you plan to be climbing around rocks or in areas where a fall could be disastrous/deadly.I like these boots so much Iâ€™m buying a second pair incase theyâ€™re discontinued.",5,https://m.media-amazon.com/images/I/419I5iQvvtL._AC_SY695_.jpg,best hiking shoe ever,the first thing to get out of the way with these unusual but incredibly awesome hiking boots is the fitthey literally fit like a glove snug and almost unsettling close to the actual shape of my foot at first i found them to be too small that is until i realized they just fit closer to my foots natural shape than normal shoes do if youre used to the way american work boots fit extremely large you may find these too small they have a deep heal cup pretty high arch support and a slightly more square toe box than normal shoes the soles have fantastic grip on rocks and are pretty much the best combination of cushion without being too vague or soft that i have found in a shoe i also like that the sole isnt overly wedged forward like a running shoe it gives these boots a really planted feeling in rough terrain in fact after wearing these boots for a couple consecutive long offtrail hikes and then switching to a more normal running shoe i found it surprisingly difficult to keep my footing in the running shoes which made me realize how great these boots are at keeping my feet stable the lacing system is pretty normal nothing funky but i will say that the all black and two military looking colors seem to be the only versions with captive upper eyelets instead of hooks in my opinion the hooks can be dangerous if not lethal by accidentally snagging the laces from the opposite shoe giving a momentary feet tied together type fallthis is especially dangerous if you plan to be climbing around rocks or in areas where a fall could be disastrousdeadlyi like these boots so much im buying a second pair incase theyre discontinued,best hiking shoe ever the first thing to get out of the way with these unusual but incredibly awesome hiking boots is the fitthey literally fit like a glove snug and almost unsettling close to the actual shape of my foot at first i found them to be too small that is until i realized they just fit closer to my foots natural shape than normal shoes do if youre used to the way american work boots fit extremely large you may find these too small they have a deep heal cup pretty high arch support and a slightly more square toe box than normal shoes the soles have fantastic grip on rocks and are pretty much the best combination of cushion without being too vague or soft that i have found in a shoe i also like that the sole isnt overly wedged forward like a running shoe it gives these boots a really planted feeling in rough terrain in fact after wearing these boots for a couple consecutive long offtrail hikes and then switching to a more normal running shoe i found it surprisingly difficult to keep my footing in the running shoes which made me realize how great these boots are at keeping my feet stable the lacing system is pretty normal nothing funky but i will say that the all black and two military looking colors seem to be the only versions with captive upper eyelets instead of hooks in my opinion the hooks can be dangerous if not lethal by accidentally snagging the laces from the opposite shoe giving a momentary feet tied together type fallthis is especially dangerous if you plan to be climbing around rocks or in areas where a fall could be disastrousdeadlyi like these boots so much im buying a second pair incase theyre discontinued
pdct_78860,Reebok,Crossfit,Men,US 9,216,130.0,user_722,"Not a boot, it is a overly flexible shoe...","I have been using Vasque boots for over 20 years with great satisfaction.  Specially the Breeze series that is an exceptional combination between comfort, support and lightweight for hiking in hot weather.These shoes are exceptionally light but offer almost no support.  They are fresh foam based and overly flexible.  I am very disappointed and recommend not buying this product even to walk in the city, let alone for a trail...",2,https://m.media-amazon.com/images/I/71VF63IYbEL._AC_SX625_.jpg,not a boot it is a overly flexible shoe,i have been using vasque boots for over years with great satisfaction specially the breeze series that is an exceptional combination between comfort support and lightweight for hiking in hot weatherthese shoes are exceptionally light but offer almost no support they are fresh foam based and overly flexible i am very disappointed and recommend not buying this product even to walk in the city let alone for a trail,not a boot it is a overly flexible shoe i have been using vasque boots for over years with great satisfaction specially the breeze series that is an exceptional combination between comfort support and lightweight for hiking in hot weatherthese shoes are exceptionally light but offer almost no support they are fresh foam based and overly flexible i am very disappointed and recommend not buying this product even to walk in the city let alone for a trail
pdct_94689,Converse,Basketball,Women,US 9.5,"38,839",110.0,user_358,Great!,"I read the reviews about the tightness. I don't have wide feet. I wear thick socks too. I went a 1/2 size up like you should on hiking boots. They did seem snug at first but I wore around the house and decided to give them a try. I'm so glad I did. I either got used to them or they did seem to break without discomfort. That first time I realized I could run in them too!. I use these to run on hiking trails and my feet and legs don't get tired. I love these boots/trail runners. FYI, they have a 6mm heel to toe drop.",5,https://www.converse.in/media/catalog/product/a/0/a08647c_c_08x1.jpg,great,i read the reviews about the tightness i dont have wide feet i wear thick socks too i went a size up like you should on hiking boots they did seem snug at first but i wore around the house and decided to give them a try im so glad i did i either got used to them or they did seem to break without discomfort that first time i realized i could run in them too i use these to run on hiking trails and my feet and legs dont get tired i love these bootstrail runners fyi they have a mm heel to toe drop,great i read the reviews about the tightness i dont have wide feet i wear thick socks too i went a size up like you should on hiking boots they did seem snug at first but i wore around the house and decided to give them a try im so glad i did i either got used to them or they did seem to break without discomfort that first time i realized i could run in them too i use these to run on hiking trails and my feet and legs dont get tired i love these bootstrail runners fyi they have a mm heel to toe drop
pdct_72297,Puma,Casual,Men,US 11,392,65.0,user_484,Four Stars,"They are cute and very nicely made, but I can't get comfortable in them.",4,https://m.media-amazon.com/images/I/71FE-DhTKkL._AC_SY625_.jpg,four stars,they are cute and very nicely made but i cant get comfortable in them,four stars they are cute and very nicely made but i cant get comfortable in them
pdct_50908,Vans,Skate,Women,US 7.5,843,65.0,user_765,"Amazing, so happy","Iâ€™m a plain clothes police officer and I was looking for comfortable, good looking, daily wear all weather boots. I purchased these to try them out hoping theyâ€™d work out. The first day I wore them, I spent 5 hours on my feet at the range  wearing a gun belt and armor, in wet grass and the temperature was around 40 deg F. They were perfect...I couldnâ€™t believe how good they get over the course of the training. I then wore them another 8 or so hours afterwards both during and after work. Overall, these boots are incredibly light, very good arch support, excellent traction, adequate in keeping feet warm during cool temps and all around cushioned enough to be incredibly comfortable during just about any activity. i donâ€™t have any experience with these types of boots, mine is limited to those of the tactical boot variety such as the Adidas GsG9 (original), Blackhawk, Oakley, Viktos, Nike (FSB), and my last were Solomon. These blow them all away in the comfort department, though I know theyâ€™re not very comparable. My only advice is I run between an 8.5 and a 9, I bought 9â€™s, which fit me perfectly but that leads me to believe these run just a tad small. The difference may be negligible to most, but figured Iâ€™d mention it. I love wearing these and didnâ€™t realize there were boots out there quite this comfortable.*UPDATE*2 months in of almost daily wear, multiple outdoor range dates, 4 days straight of outdoor training at 8 hrs per day on my feet. These boots are absolutely outstanding, so comfortable, supportive and waterproof...my only gripe is the treads are so good that itâ€™s a little hard to get the mud and grass out of them afterwards...",5,https://m.media-amazon.com/images/I/71L8r8zvGjL._AC_SY695_.jpg,,im a plain clothes police officer and i was looking for comfortable good looking daily wear all weather boots i purchased these to try them out hoping theyd work out the first day i wore them i spent hours on my feet at the range wearing a gun belt and armor in wet grass and the temperature was around deg f they were perfecti couldnt believe how good they get over the course of the training i then wore them another or so hours afterwards both during and after work overall these boots are incredibly light very good arch support excellent traction adequate in keeping feet warm during cool temps and all around cushioned enough to be incredibly comfortable during just about any activity i dont have any experience with these types of boots mine is limited to those of the tactical boot variety such as the adidas gsg original blackhawk oakley viktos nike fsb and my last were solomon these blow them all away in the comfort department though i know theyre not very comparable my only advice is i run between an and a i bought s which fit me perfectly but that leads me to believe these run just a tad small the difference may be negligible to most but figured id mention it i love wearing these and didnt realize there were boots out there quite this comfortableupdate months in of almost daily wear multiple outdoor range dates days straight of outdoor training at hrs per day on my feet these boots are absolutely outstanding so comfortable supportive and waterproofmy only gripe is the treads are so good that its a little hard to get the mud and grass out of them afterwards, im a plain clothes police officer and i was looking for comfortable good looking daily wear all weather boots i purchased these to try them out hoping theyd work out the first day i wore them i spent hours on my feet at the range wearing a gun belt and armor in wet grass and the temperature was around deg f they were perfecti couldnt believe how good they get over the course of the training i then wore them another or so hours afterwards both during and after work overall these boots are incredibly light very good arch support excellent traction adequate in keeping feet warm during cool temps and all around cushioned enough to be incredibly comfortable during just about any activity i dont have any experience with these types of boots mine is limited to those of the tactical boot variety such as the adidas gsg original blackhawk oakley viktos nike fsb and my last were solomon these blow them all away in the comfort department though i know theyre not very comparable my only advice is i run between an and a i bought s which fit me perfectly but that leads me to believe these run just a tad small the difference may be negligible to most but figured id mention it i love wearing these and didnt realize there were boots out there quite this comfortableupdate months in of almost daily wear multiple outdoor range dates days straight of outdoor training at hrs per day on my feet these boots are absolutely outstanding so comfortable supportive and waterproofmy only gripe is the treads are so good that its a little hard to get the mud and grass out of them afterwards
pdct_73816,New Balance,Casual,Men,US 10,"4,992",80.0,user_296,Just what I ordered,I ordered this shoe for my daughter and it was true to size.  She loved it.  The order was shipped in a timely manner and the price was reasonable.,5,https://m.media-amazon.com/images/I/51HZj9YHgZL._AC_SY625_.jpg,just what i ordered,i ordered this shoe for my daughter and it was true to size she loved it the order was shipped in a timely manner and the price was reasonable,just what i ordered i ordered this shoe for my daughter and it was true to size she loved it the order was shipped in a timely manner and the price was reasonable
pdct_46910,Asics,Running,Women,US 8.5,240,150.0,user_69,Amazingly comfortable!,"I love these hikers! They are extremely comfortable. I received them the day before my hiking trip and wore them to break them in, they were perfect. I wore them for about nine hours the next day and never felt more comfort. They were comfortable around foot, gave a little bounce back when I walked and great ankle support. I will say if you have a wider foot, this is not for you. I have a narrow to medium foot and at first was afraid of the snugness, but I was able to wear a thick hiking sock and it was fine. I would highly recommend these and will be purchasing more.",5,https://example.com/default.png,amazingly comfortable,i love these hikers they are extremely comfortable i received them the day before my hiking trip and wore them to break them in they were perfect i wore them for about nine hours the next day and never felt more comfort they were comfortable around foot gave a little bounce back when i walked and great ankle support i will say if you have a wider foot this is not for you i have a narrow to medium foot and at first was afraid of the snugness but i was able to wear a thick hiking sock and it was fine i would highly recommend these and will be purchasing more,amazingly comfortable i love these hikers they are extremely comfortable i received them the day before my hiking trip and wore them to break them in they were perfect i wore them for about nine hours the next day and never felt more comfort they were comfortable around foot gave a little bounce back when i walked and great ankle support i will say if you have a wider foot this is not for you i have a narrow to medium foot and at first was afraid of the snugness but i was able to wear a thick hiking sock and it was fine i would highly recommend these and will be purchasing more
pdct_61149,Fila,Fashion,Men,US 10.5,277,65.0,user_596,Perfect Volleyball shoes,"Perfect fit, great price, happy daughter! I am now making up words to satisfy the minimum word count that is ridiculous.",5,https://example.com/default.png,perfect volleyball shoes,perfect fit great price happy daughter i am now making up words to satisfy the minimum word count that is ridiculous,perfect volleyball shoes perfect fit great price happy daughter i am now making up words to satisfy the minimum word count that is ridiculous
pdct_84935,Skechers,Running,Women,US 6,350,60.0,user_173,Mizuno shoes,I got these shoes for my daughter who plays volleyball. Great purchase. She loves them. They are comfortable and really excels her game.,5,https://example.com/default.png,,i got these shoes for my daughter who plays volleyball great purchase she loves them they are comfortable and really excels her game, i got these shoes for my daughter who plays volleyball great purchase she loves them they are comfortable and really excels her game
pdct_79545,Nike,Casual,Men,US 9.5,682,90.0,user_52,Volleyball Shoes,Great shoes at a great price. Were delivered earlier than expected - which is always a good thing! Amazon is the way to go!,5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/46f55604-0c16-43d7-8d74-05b379c140dc/WMNS+AIR+JORDAN+1+MID.png",volleyball shoes,great shoes at a great price were delivered earlier than expected which is always a good thing amazon is the way to go,volleyball shoes great shoes at a great price were delivered earlier than expected which is always a good thing amazon is the way to go
pdct_70919,Converse,Casual,Women,US 8.5,658,85.0,user_829,Broken Shoelace,Fit is snugger than I was expecting (tongue connected to the interior sole by elastic) so I notice it as I have a high arch.  One shoelace arrived with the end ripped off and frayed (missing piece not in box) making it too short and preventing me from lacing in the eyelets.,4,https://m.media-amazon.com/images/I/61Mzn4lZX+L._AC_SY675_.jpg,,fit is snugger than i was expecting tongue connected to the interior sole by elastic so i notice it as i have a high arch one shoelace arrived with the end ripped off and frayed missing piece not in box making it too short and preventing me from lacing in the eyelets, fit is snugger than i was expecting tongue connected to the interior sole by elastic so i notice it as i have a high arch one shoelace arrived with the end ripped off and frayed missing piece not in box making it too short and preventing me from lacing in the eyelets
pdct_48656,Asics,Running,Women,US 8,"16,662",120.0,user_131,"As described, great product","I got the olive green, great fit (with a half size down, my usual size). Great sole, great grip and very firm on the feet. Not loose at all. I am happy with the purchase.",5,https://example.com/default.png,as described great product,i got the olive green great fit with a half size down my usual size great sole great grip and very firm on the feet not loose at all i am happy with the purchase,as described great product i got the olive green great fit with a half size down my usual size great sole great grip and very firm on the feet not loose at all i am happy with the purchase
pdct_39444,Fila,Fashion,Men,US 11,135,60.0,user_699,All the funk!,Loving these too much!,5,https://example.com/default.png,all the funk,loving these too much,all the funk loving these too much
pdct_59206,Nike,Basketball,Men,US 11,240,90.0,user_202,Favorite Shoe,"I usually wear a Womenâ€™s size 7, but I got a 6.5 and they fit perfect. I have these in white size 7 and they run a little large. I would size down half a size. Super cute and comfortable!",5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/bce3489a-3fab-400a-8965-5b8f5fde632c/GIANNIS+FREAK+6+EP.png",,i usually wear a womens size but i got a and they fit perfect i have these in white size and they run a little large i would size down half a size super cute and comfortable, i usually wear a womens size but i got a and they fit perfect i have these in white size and they run a little large i would size down half a size super cute and comfortable
pdct_49520,Adidas,Running,Women,US 8,455,140.0,user_74,way worse than i was expecting,"These are the most ill-fitting Pumas ive ever had. And the laces are more like ribbons than actually shoelaces. I have wider feet but that was never a problem with any other Pumas i've had. I had just got some similar orange platform ones and they were the best ever, these were the worst. Way too tight. i thought it was just me at first but then i didnt wear them for a while, and nothing else hurt my feet. Then i just thought i'd need to break them in, but i walked 10 painful miles at least in them over the past two months and my feet still hurt from wearing them two days ago. Nice color but shitty laces and too narrow.",2,https://m.media-amazon.com/images/I/71tfcPgiTLL._SY695_.jpg,way worse than i was expecting,these are the most illfitting pumas ive ever had and the laces are more like ribbons than actually shoelaces i have wider feet but that was never a problem with any other pumas ive had i had just got some similar orange platform ones and they were the best ever these were the worst way too tight i thought it was just me at first but then i didnt wear them for a while and nothing else hurt my feet then i just thought id need to break them in but i walked painful miles at least in them over the past two months and my feet still hurt from wearing them two days ago nice color but shitty laces and too narrow,way worse than i was expecting these are the most illfitting pumas ive ever had and the laces are more like ribbons than actually shoelaces i have wider feet but that was never a problem with any other pumas ive had i had just got some similar orange platform ones and they were the best ever these were the worst way too tight i thought it was just me at first but then i didnt wear them for a while and nothing else hurt my feet then i just thought id need to break them in but i walked painful miles at least in them over the past two months and my feet still hurt from wearing them two days ago nice color but shitty laces and too narrow
pdct_41354,Reebok,Running,Men,US 10.5,"72,611",120.0,user_580,Pumas rock!!!!,Firstly the package when getting these shoes  is phenomenal. IT is a box within another box. Very secure. Open feeling the shoes you notice it's great quality. You can feel the laces are a step up from regular laces. I usually wear 9 but got a 9 1/2 due to shoes being a little narrow due to passed experiences. But the shoe fits to perfection and I got black to use more often . I absolutely love them ! Super nice and the platform helps with confidence and it's slightly curved but it works well for back.,5,https://m.media-amazon.com/images/I/71o8RHtYPZL._AC_SX675_.jpg,pumas rock,firstly the package when getting these shoes is phenomenal it is a box within another box very secure open feeling the shoes you notice its great quality you can feel the laces are a step up from regular laces i usually wear but got a due to shoes being a little narrow due to passed experiences but the shoe fits to perfection and i got black to use more often i absolutely love them super nice and the platform helps with confidence and its slightly curved but it works well for back,pumas rock firstly the package when getting these shoes is phenomenal it is a box within another box very secure open feeling the shoes you notice its great quality you can feel the laces are a step up from regular laces i usually wear but got a due to shoes being a little narrow due to passed experiences but the shoe fits to perfection and i got black to use more often i absolutely love them super nice and the platform helps with confidence and its slightly curved but it works well for back
pdct_62039,Converse,Casual,Women,US 7.5,84,65.0,user_193,Donâ€™t know what to say,"Donâ€™t know how to say, canâ€™t tell itâ€™s true or fake product , thatâ€™s why gave 4 stars, but itâ€™s heavier than regular sneakers, it makes you look cool whatever style you are in, and color is way light than in the display picture, overall just wearing a regular branded sneaker which donâ€™t know true or fake.",4,https://m.media-amazon.com/images/I/61SjoFRsZmL._AC_SY625_.jpg,dont know what to say,dont know how to say cant tell its true or fake product thats why gave stars but its heavier than regular sneakers it makes you look cool whatever style you are in and color is way light than in the display picture overall just wearing a regular branded sneaker which dont know true or fake,dont know what to say dont know how to say cant tell its true or fake product thats why gave stars but its heavier than regular sneakers it makes you look cool whatever style you are in and color is way light than in the display picture overall just wearing a regular branded sneaker which dont know true or fake
pdct_59695,Puma,Basketball,Men,US 10.5,"1,795",130.0,user_54,Cute bricks,"These shoes are adorable and the touches like the suede and ribbon laces make them stand out without being obnoxious. But the platform is made of concrete, I think? At least, it feels like I'm walking with bricks on my feet. There's no flex at all and zero cushion. I'd say buy a size up and put an insert in, but they run kind of big, and even an insert wouldn't make up for the fact that the shoes will not allow your foot to bend at all.",2,https://m.media-amazon.com/images/I/61kgXa0rVyL._AC_SX500_.jpg,cute bricks,these shoes are adorable and the touches like the suede and ribbon laces make them stand out without being obnoxious but the platform is made of concrete i think at least it feels like im walking with bricks on my feet theres no flex at all and zero cushion id say buy a size up and put an insert in but they run kind of big and even an insert wouldnt make up for the fact that the shoes will not allow your foot to bend at all,cute bricks these shoes are adorable and the touches like the suede and ribbon laces make them stand out without being obnoxious but the platform is made of concrete i think at least it feels like im walking with bricks on my feet theres no flex at all and zero cushion id say buy a size up and put an insert in but they run kind of big and even an insert wouldnt make up for the fact that the shoes will not allow your foot to bend at all
pdct_53394,Vans,Skate,Women,US 9,309,70.0,user_129,Warning,"I gave these shoes a three star because they are stylish and fit. However they are extremely uncomfortable to walk in. The built in insole feels like its designed to make your feet hurt. It would be fine If you could remove the insole it comes with but not only is it sewn in, its glued in as well, so to try and take it out your self would ruin the shoe. if you really want the shoe. Buy a size up and put a thick insole in and that will solve the problem. If you don't feel like going through that don't get the shoe.",3,https://m.media-amazon.com/images/I/61PinEoFH5L._AC_SY625_.jpg,warning,i gave these shoes a three star because they are stylish and fit however they are extremely uncomfortable to walk in the built in insole feels like its designed to make your feet hurt it would be fine if you could remove the insole it comes with but not only is it sewn in its glued in as well so to try and take it out your self would ruin the shoe if you really want the shoe buy a size up and put a thick insole in and that will solve the problem if you dont feel like going through that dont get the shoe,warning i gave these shoes a three star because they are stylish and fit however they are extremely uncomfortable to walk in the built in insole feels like its designed to make your feet hurt it would be fine if you could remove the insole it comes with but not only is it sewn in its glued in as well so to try and take it out your self would ruin the shoe if you really want the shoe buy a size up and put a thick insole in and that will solve the problem if you dont feel like going through that dont get the shoe
pdct_58821,New Balance,Running,Men,US 9.5,"2,144",165.0,user_191,2 Sizes up this time!,"I love Geox shoes and I always buy size 10.5 which fit perfectly. This time I ordered my usual Geox size, but the shoes were too narrow. I returned them and ordered size 11 and they fit nicely. I bought them in the  blue colour which is darker than the pictures, more dark navy. Very elegant",5,https://m.media-amazon.com/images/I/51NcJhp-3QL._AC_SY675_.jpg,sizes up this time,i love geox shoes and i always buy size which fit perfectly this time i ordered my usual geox size but the shoes were too narrow i returned them and ordered size and they fit nicely i bought them in the blue colour which is darker than the pictures more dark navy very elegant,sizes up this time i love geox shoes and i always buy size which fit perfectly this time i ordered my usual geox size but the shoes were too narrow i returned them and ordered size and they fit nicely i bought them in the blue colour which is darker than the pictures more dark navy very elegant
pdct_54170,Adidas,Casual,Women,US 7,60,80.0,user_770,Nice shoes,"Very nice shoes, good fit, but litlle bit narrow",5,https://m.media-amazon.com/images/I/81RUHGlgGrL._SX625_.jpg,nice shoes,very nice shoes good fit but litlle bit narrow,nice shoes very nice shoes good fit but litlle bit narrow
pdct_86897,Converse,Casual,Women,US 6.5,112,65.0,user_747,sieht top aus,tolle Schuhe,5,https://m.media-amazon.com/images/I/61M8uqwfurL._AC_SY625_.jpg,,tolle schuhe, tolle schuhe
pdct_47267,Puma,Basketball,Men,US 11,"1,490",80.0,user_652,Geox,Good shoes but a little bit small.,5,https://m.media-amazon.com/images/I/51Yrd4wtYhL._AC_SY500_.jpg,geox,good shoes but a little bit small,geox good shoes but a little bit small
pdct_77595,Nike,Running,Men,US 10,"1,060",160.0,user_808,Top,"Top wie alle Schuhe dieser Marke, die ich bis jetzt gekauft habe.Gerade bei Kinderschuhen lege ich sehr groÃŸen Wert auf gutes Schuhwerk. Da ist es klar, dass man die nicht fÃ¼r 10â‚¬ bekommt. QualitÃ¤t hat eben ihren Preis und hier ist er gerechtfertigt.",5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/be57a430-8d83-4546-901f-47dc2cd9de7c/PEGASUS+PLUS.png",top,,top 
pdct_87871,New Balance,Running,Men,US 9.5,"4,992",130.0,user_782,"Nice look, good fit and very good price","Nice look, good fit and very good price for this brand.",5,https://m.media-amazon.com/images/I/51cRNbgr2+L._AC_SY625_.jpg,nice look good fit and very good price,nice look good fit and very good price for this brand,nice look good fit and very good price nice look good fit and very good price for this brand
pdct_65171,Fila,Fashion,Men,US 8.5,277,75.0,user_603,Top,Schicke und bequeme Sandalen. Farbe und GrÃ¶ÃŸenangaben sind wie angegeben.,5,https://example.com/default.png,top,,top 
pdct_38119,Nike,Running,Men,US 8,682,120.0,user_659,These sneakers are very stylish and sophisticated!,"Love the shoes, hate the packaging from Amazon! This may be small to others, but I keep my boxes for all my shoes and Amazon shipped my shoes in a plastic bag instead of a box. When I received the shoes my box was destroyed.",5,"https://static.nike.com/a/images/c_limit,w_592,f_auto/t_product_v1/8312e20d-5b44-4b90-a355-1f8397f74d1a/AIR+ZOOM+PEGASUS+41.png",these sneakers are very stylish and sophisticated,love the shoes hate the packaging from amazon this may be small to others but i keep my boxes for all my shoes and amazon shipped my shoes in a plastic bag instead of a box when i received the shoes my box was destroyed,these sneakers are very stylish and sophisticated love the shoes hate the packaging from amazon this may be small to others but i keep my boxes for all my shoes and amazon shipped my shoes in a plastic bag instead of a box when i received the shoes my box was destroyed
pdct_93172,Puma,Lifestyle,Women,US 9,112,80.0,user_516,1/2 Size Bigger is Perfect!,"I wear a women's size 12 US which generally translates to a men's size 10. After reading the reviews, I ordered a 10.5 and I could not be happier! I love the look of these shoes. I removed the laces. Since the shoe fits like a sock and I don't plan on running in them, I didn't really see a point of having the laces there. Plus they kinda rubbed my foot in a weird way. They feel absolutely perfect without laces. I have a rather narrow foot. If you have a wide foot, I don't think you would find this shoe to your liking. The grey color is perfect for me and I love the little splashes on the tread at the side. I also love the weave look of the shoe. Overall, a great shoe at a great price!",5,https://m.media-amazon.com/images/I/61kvSp+oMiL._AC_SY675_.jpg,,i wear a womens size us which generally translates to a mens size after reading the reviews i ordered a and i could not be happier i love the look of these shoes i removed the laces since the shoe fits like a sock and i dont plan on running in them i didnt really see a point of having the laces there plus they kinda rubbed my foot in a weird way they feel absolutely perfect without laces i have a rather narrow foot if you have a wide foot i dont think you would find this shoe to your liking the grey color is perfect for me and i love the little splashes on the tread at the side i also love the weave look of the shoe overall a great shoe at a great price, i wear a womens size us which generally translates to a mens size after reading the reviews i ordered a and i could not be happier i love the look of these shoes i removed the laces since the shoe fits like a sock and i dont plan on running in them i didnt really see a point of having the laces there plus they kinda rubbed my foot in a weird way they feel absolutely perfect without laces i have a rather narrow foot if you have a wide foot i dont think you would find this shoe to your liking the grey color is perfect for me and i love the little splashes on the tread at the side i also love the weave look of the shoe overall a great shoe at a great price
pdct_68421,Vans,Skate,Men,US 9.5,812,50.0,user_23,Very Comfortable!,"Ive own two other HyperGEL-KAN shoes and I love them all. These shoes breathe easily and feel great once you break them in. I wear these daily. People say they run a bit small but I think for being being ""athletic"" shoes they fit different. So you should go one size bigger and give them a try.",5,https://m.media-amazon.com/images/I/81IwZh+NquL._AC_SX625_.jpg,very comfortable,ive own two other hypergelkan shoes and i love them all these shoes breathe easily and feel great once you break them in i wear these daily people say they run a bit small but i think for being being athletic shoes they fit different so you should go one size bigger and give them a try,very comfortable ive own two other hypergelkan shoes and i love them all these shoes breathe easily and feel great once you break them in i wear these daily people say they run a bit small but i think for being being athletic shoes they fit different so you should go one size bigger and give them a try
pdct_41645,New Balance,Running,Women,US 7,317,120.0,user_10,"Very comfortable, no ankle support","Very comfortable. I thought they were too small vertically at first, but after breaking them in they are very comfortable.Only good for running on flat surfaces, no ankle support. Tried running on a trail and rolled ankle within 30 seconds.",5,https://m.media-amazon.com/images/I/614JrBDGn+L._AC_SY625_.jpg,very comfortable no ankle support,very comfortable i thought they were too small vertically at first but after breaking them in they are very comfortableonly good for running on flat surfaces no ankle support tried running on a trail and rolled ankle within seconds,very comfortable no ankle support very comfortable i thought they were too small vertically at first but after breaking them in they are very comfortableonly good for running on flat surfaces no ankle support tried running on a trail and rolled ankle within seconds
pdct_40415,Asics,Running,Men,US 12,307,160.0,user_800,Great Shoe,I did buy a size up due to previous reviews and I am glad I did. Shoes are very comfortable. I have a lot of issue with my arches and the balls of my feet but while wearing these shoes I have had no pain.,5,https://m.media-amazon.com/images/I/61fv8rXbOfL._AC_SY675_.jpg,great shoe,i did buy a size up due to previous reviews and i am glad i did shoes are very comfortable i have a lot of issue with my arches and the balls of my feet but while wearing these shoes i have had no pain,great shoe i did buy a size up due to previous reviews and i am glad i did shoes are very comfortable i have a lot of issue with my arches and the balls of my feet but while wearing these shoes i have had no pain
