Brand,Type,Gender,Size,Number_Sold,Price(USD),review_title,review_text,review_rating
Converse,Casual,Men,US 8.5,658,65,A Classic in extra wide,"I got these for my 5 & 1/2 year old, so take that into consideration when he says they are the best shoes heâ€™s ever worn ðŸ˜„I like the fact that I could get a pair of classic trainers for him in extra wide. 3rd paid of NBs for him and will continue to do so.",5
Puma,Basketball,Women,US 7.5,112,130,Good shoe,"We bought these for my elementary son to run cross country.  They are well made, but do not offer as much support as some of the other options out there.  They will serve our purposes for this season, but I will likely choose something with more support next time.",4
Vans,Casual,Men,US 10,812,50,Decent looking pair of shoes,"I bought this for my boy, and they came to large. On top of that its described as girls shoes , and I donâ€™t  Find them very girly Decent looking UNISEX shoes that I hope my son will wear in near future",2
New Balance,Running,Women,US 8.5,317,100,Scarpe bellissime e comode.,Scarpe super comode e ancora piÃ¹ belle che da foto. Al tatto il leopardato sembra pelo vero ! Sono super contenta del mio acquisto. Ho preso un 40 e calza perfettamente.,5
Asics,Running,Men,US 11.5,307,120,Bellissime,"Le adoro, comode e chic con un tocco di stravaganza!",5
Fila,Fashion,Women,US 8,"3,448",65,Molto belle calzano poco almeno per me consiglierei un n.in piu,Belle ma calzano pochissimo,3
Skechers,Running,Men,US 9,"5,690",125,CÃ³modos y elegantes.,Los zapatos me han gustado y me queda genial. Son elegantes y cÃ³modos .,5
Nike,Running,Women,US 7.5,"1,685",120,Perfetto,Perfetto,5
Nike,Casual,Men,US 10,"18,747",100,Je recommande Ã  donfn,Parfait,5
Adidas,Running,Women,US 7.5,998,140,Rien Ã  dire parfaite,Elles sont magnifiques pour elle taille petit j'ai au dessus,5
Reebok,Crossfit,Men,US 11.5,165,130,comodidad el zapato,"ya conocia la marca, sigue siendo un producto que volveria a comprar cuando el actual se termine por el uso normal.Excelente que lo tengan como opciÃ³n en Amazon",5
Converse,Casual,Women,US 8.5,83,65,Preciosas y la el nÃºmero sin pegas. Son comodisimas,"Geniales, el color lo que querÃ­a. El nÃºmero perfecto. Quedan muy y son comodisimas. Las recomiendo y el precio, mejor que en tienda",5
Puma,Running,Men,US 9.5,206,120,Very tight.,It fits as expected but it is very tight and I did not find a way to loosen the shoe laces.,3
Vans,Skate,Men,US 9,954,65,Camper,"Camper! Toujours aussi agrÃ©able Ã  porter, et toujours le Style !!!Camper forever !",5
New Balance,Casual,Women,US 7.5,860,100,GOOD FOR DUCK FEET,fit my duck shaped feeta bit tight across the toes but they will break in,5
Asics,Running,Men,US 10,102,120,Very comfortable,They are so cute and very comfortable.,5
Fila,Casual,Women,US 9,116,80,Kids snow boot,Perfect warm waterproof boot for kids in the snow,5
Skechers,Walking,Men,US 10.5,198,60,Liner runs so small itâ€™s unusable,"The liner to the boot runs VERY SMALL. My toddler is a size 5, I ordered a 6, and the boot is big but the liner is tiny and very narrow. The width of the liner is seriously that of a newborn shoe. Itâ€™s that narrow and small. Her foot WILL NOT fit into it. Forget trying to put a foot with socks on it into the boot. Iâ€™m seriously debating on returning these if the liner is unusable and the boots wonâ€™t keep her feet warm without it. Without the liner itâ€™s essentially a fancy rainboot, there is zero integrated padding/warmth into the boot.",2
Adidas,Casual,Men,US 10,557,85,Do not recommend,"My son is 22 months and the liner was WAY too narrow for his foot!!  Even taking the liner out and trying to get just that on him before trying the boot on, I wasnâ€™t able to get his toes past the middle of the liner.  It was quite literally HALF the width of his wide, little baby foot!  They were also very heavy and clunky, so if we could have gotten them on, I imagine they would have been difficult for him to walk in.",1
Reebok,Casual,Women,US 7,63,60,Not for toddlers,"While I'm sure these are warm & I love Columbia, these boots are much too clumpy for a toddler. My one year old loves to walk & run, but in these boots she can hardly lift her feet, so insists on being carried, even when just testing them in the house. Might be fine for an older child, but I would go with Land's End in that case, anyway.",2
Converse,Casual,Men,US 11,2,85,I wanted to love these,"I really wanted these boots to work! So much so that I ignored the other reviews and tried them anyway. The inside liner is not just small, but bunches up making it impossible to get a foot into them. In addition to that the shaft is so stiff it makes it challenging to get it past the ankle. I love everything Columbia, and theyâ€™re a trusted brand, but Iâ€™m so super bummed by these!",1
Puma,Basketball,Women,US 7.5,"2,242",130,Impossible to get on. Get the Kamiks,Probably great but too hard to get on their feet. After about the third time I just didnt want to do it again so they just sat there. I got the kamiks and they slip right on perfect fit. These fit well but you almost have to break your kids leg to get them in them.,2
Vans,Casual,Men,US 8.5,240,50,Way to small and made cheaply,"The liner in this boot is just cheap foam. Does not even seem like it will keep a childâ€™s feet warm. My son is a toddler size 5, thatâ€™s what was purchased. I cannot even get his foot down into the boot because they are so tight even at the ankle.",2
New Balance,Casual,Women,US 8.5,"16,662",80,Love!,My son loves these! They are very good quality. I never have a problem with any Columbia product that I purchase.,5
Asics,Running,Men,US 9.5,135,120,Hold up to tuff play and feet still come out dry.,These boots are great. They fit as expected and they are sturdy. They have held up to little boy ruff and tuff play. No matter how long they have been out or how wet the snow has been their feet come out dry. There has even been some complaints of hot feet. Which is a great thing in my book.,5
Fila,Basketball,Women,US 8,240,95,Warm. Sturdy.,Great quality. Sturdy boots. My son can DESTROY any pair of boots or shoes in a week... he has many many times! But these have held up well to the abuse they take on a daily basis! Never hear conplaints about cold piggies!,5
Skechers,Walking,Men,US 9.5,455,70,"Quality shoe, takes a while to break in","This is a well built, lightweight waterproof shoe. I'm a size 13, and it feels just a tad bit small. These shoes took a long while to break in, to the point where I almost gave up on them, which would have been a shame considering the price. About a month in, wearing them once a day for a walk, I'm at the point where I feel they are a good, quality walking shoe now that they're broken in. So far they've kept water out during light rain and small puddles.",4
Nike,Casual,Men,US 9,"72,611",90,Great,Great,5
Adidas,Lifestyle,Women,US 7,84,140,Son geniales,Son muy buenos y sÃºper cÃ³modos son una belleza ðŸ˜‰,5
Reebok,Training,Men,US 11.5,"1,795",130,Geniales,Muy buen articulo,5
Converse,Casual,Women,US 8.5,309,85,Comodos,"Muy lindos y sÃºper cÃ³modos,a mi esposa le encantaron",5
Puma,Casual,Men,US 10.5,"2,144",65,Muy cÃ³modos,Muy cÃ³modos,5
Vans,Skate,Men,US 8,12,70,"Looks great, but uncomfortable","First off, I had no problems with the seller or shipping. The problem with these shoes was that the toes have an angular design that caused my toes to get uncomfortably squeezed, and they seem to run small too. The angle didn't look too sharp in the picture but it definitely feels too sharp. This was my first time trying women's puma shoes do I didnâ€™t really know what to expect and had to return these.",2
New Balance,Lifestyle,Women,US 8,421,90,Great Canvas Skids!,My 11 year old granddaughter loves these sneakers. They are stylish and Puma makes great athletic shoes. I bought two pairs.,5
Asics,Running,Men,US 10,7,80,Love them!,Just as comfy as I was hoping theyâ€™d be and they look great! Iâ€™ve gotten compliments from guys and girls.,5
Fila,Fashion,Women,US 7,245,75,Comfort,"I like the color schemes , cushions in soles",3
Skechers,Walking,Men,US 9.5,60,80,Perfect,They fit just right and look really nice,5
Nike,Running,Women,US 6.5,173,160,Disappointed,Shoes was dirty and it wasnâ€™t what I was expected. Also it looks as though it was wore before and partially cleaned up with white shoe polish added. I am very disappointed!,1
Adidas,Running,Men,US 9.5,112,180,Muy buenos,EstÃ¡n muy bonitos pero si me gustarÃ­a que tuvieran mÃ¡s memory fom. Pero de allÃ­ estan muy bien. Muchas gracias. Sobre todo por quÃ© soy una persona que tengo cancer y no he encontrados zapatos cÃ³modos cerrados que me ayuden pues mis pies se fisuran la piel es muy delgada por eso me han gustado mucho la marca sketchers pues me acomodan muy bien a mis pies. Muchas gracias.,4
Reebok,Running,Women,US 8,"1,490",120,A volte le cose non  sono come sembrano,"Il venditore, leggendo quanto riportato nell'achivio di Amazon , non Ã¨ colpevole come si vuol far credere.Deduzione logica tratta dagli scritti intercorsi.",4
Converse,Casual,Men,US 9,"6,159",65,ã´ã£ãŸã‚Šã€€å±¥ãã‚„ã™ã„,ã´ã£ãŸã‚Šã‚µã‚¤ã‚ºã§ã—ãŸã€‚å±¥ãã‚„ã™ãã¦ã€€è‰¯ã‹ã£ãŸä»¥å‰ã€€åŒã˜ã‚¿ã‚¤ãƒ—ã§ã€€ãƒ–ãƒ©ãƒƒã‚¯ã‚’ã¯ã„ã¦ã¾ã—ãŸã€‚,5
Puma,Running,Women,US 7,"7,712",90,Exactly what we needed.,I bought these for a family member who has real difficulty getting shoes to fit comfortably because of her disability. They're my favourite shoes and now they're also her favourite shoes they fit great she's able to walk better than usual.  I couldn't ask for a better pair of shoes for her.,5
Vans,Skate,Men,US 10,"4,583",50,Most comfortable shoe ever!!,I love these shoes.  I can wear them all day and my feet donâ€™t hurt at the end of the day! I have five pair now.  And I can throw them in the washing machine when they get dirty.,5
New Balance,Trail Running,Men,US 11.5,706,135,So comfy!,"I bought this shoe for my mother who is in assisted living. These shoes are the most comfortable Sketchers I have ever had...so, I bought myself some too! LOL",5
Asics,Running,Women,US 8.5,146,160,Comfy and cute,"Got these for my mom and she loves them, wears them everyday.",5
Fila,Fashion,Men,US 11,"1,060",75,Comfortable and vibrantly red for FASD awareness month.,"Red shoes for a cause.  Great price, comfortable walking support, but narrow.  I wish they came in wide sizes.",4
Skechers,Running,Women,US 7.5,"2,076",60,Never disappoints,These shoes are super-comfortable and I'm so happy with the color! Skechers never disappoints me.,5
Nike,Casual,Men,US 11,382,90,Skecher's,Received my Skechers and they fit great,5
Adidas,Running,Women,US 7,216,130,Muy comodos y mas bonitos que en la foto. Ligeramente grandes (medio nÃºmero),Son muy cÃ³modos con la excelente calidad de Puma. Puestos se ven mejor que en las fotos.Solo que las tallas son 1/2 nÃºmero mayores,5
Reebok,Training,Men,US 10.5,"38,839",130,Talla,"Considerando los comentarios pedÃ­ talla 23.5 siendo 24 en la mayorÃ­a de mis zapatos pero me llegÃ³ 23 :(. Me quedan un poco justos pero siento que los puedo usar asÃ­, pero definitivamente me hubieran quedado bien los 23.5.Fuera de eso me gustaron los tenis, son iguales a las imÃ¡genes y estÃ¡n muy bonitos.",3
Converse,Casual,Women,US 8.5,392,65,Excelente calidad.,Son justo como la descripciÃ³n. Llegaron en perfecto estado. Som cÃ³modos y ligeros.,5
Puma,Basketball,Men,US 9,843,130,Super cÃ³modos,Muy buen diseÃ±o. Recomendado.,5
Vans,Skate,Women,US 7.5,"4,992",70,Lo q esperaba,"Muy bonitos y cÃ³modos, pero muy amplio, tuve q ponerle plantilla por q me quedo un poco grande.",4
New Balance,Casual,Men,US 9,240,100,Super chidos,Muy cÃ³modos,5
Asics,Running,Women,US 7,277,180,Excelente,Muy buen producto excelente,5
Fila,Fashion,Men,US 11,350,75,Excelente producto y servicio,"Ame los tenis son cÃ³modos y el diseÃ±o super cool, llegÃ³ un dÃ­a antes de lo esperado.",5
Skechers,Running,Women,US 8,682,95,Too good to be true,People admired and loved the runners . And so do I. I love it,5
Nike,Casual,Men,US 12,"3,532",100,exactamente lo que esperaba,Excelente calidad y precio,5
Adidas,Running,Women,US 6,"1,072",180,Too narrow,This is a beautiful shoe but the toe box is narrow.  I wear a regular in most shoes but Clarkâ€™s seem to run narrow for me.  Well worth the money if you know how they fit.,4
Reebok,Casual,Men,US 9.5,658,65,Great looks and comfortable!!,Great look and comfortable at the same time! Also light to walk for awhile.,4
Converse,Casual,Women,US 9,112,85,Run Small!,"Nice shoe but...how has no one mentioned how small they are??? Son wears size 8. We ordered the 8, naturally. They were absurdly small. We sent them back, got 9â€™s. They too are crazy small. The Nike in the pic is a size 8, NB a size 9.",3
Puma,Running,Men,US 10,812,120,"Size up, runs small!",The quality is great but these run VERY small! I wear a 5.5 in womenâ€™s but went with a 6. Tried them on and within a few seconds couldnâ€™t feel my toes because theyâ€™re so tight. Iâ€™ll need to go up to a 6.5 at least and that has never happened.,3
Vans,Skate,Women,US 6.5,317,50,"Too narrow, even if purchasing a size up",These were too narrow and tight even when going up one full size.,3
New Balance,Running,Men,US 11,307,110,Impossible to get on,Impossible to get on since there is no tongue that opens up to put the fiitin easier.  We will be returning these.  Disappointed,1
Asics,Trail Running,Women,US 8,"3,448",70,Feel great!,Light,5
Fila,Casual,Men,US 10,"5,690",70,too small,Runs a full size smaller than regular shoes.,2
Skechers,Walking,Women,US 7,"1,685",80,Sorprendenti ma non sorprendentissime,"Scarpa molto comoda che non ha dato alcun problema a nostra figlia , nonostante il molto utilizzo. Buon materiale , esteticamente non mi hanno fatto impazzire .",5
Nike,Running,Men,US 10.5,"18,747",160,ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»,Sandali ben fatti e molto carini per lâ€™estate! Adatti anche a chi ha un piede  magrolino! Vestono piccolo quindi ho dovuto prendere la misura piÃ¹ grande.,5
Nike,Running,Women,US 7,998,160,Comode ed eleganti,"Ottimo, comodo ed elegante. Li ho usati per le mie bimbe che hanno fatto da damigelle al mio matrimonio!",5
Adidas,Casual,Men,US 10.5,165,85,Toller Schuh!,Super QualitÃ¤t. Wir sind sehr zufrieden.,5
Reebok,Training,Women,US 8.5,83,130,prendere una taglia in piÃ¹,Prendere taglia in piÃ¹ vestono piccolo !!,5
Converse,Casual,Men,US 11.5,206,85,Belles et confortables,"De belles sandales, trÃ¨s confortables et rÃ©glables pour sâ€™ajuster Ã  la largeur du pied. Je recommande !",5
Puma,Running,Women,US 9,954,80,gutes qualitÃ¤t,fÃ¤llt etwas klein aus,5
Vans,Skate,Men,US 9,860,65,Plantare per bambini perfetto,Prodotto perfetto.  Lo cercavo esattamente cosÃ¬!,5
New Balance,Lifestyle,Women,US 7,102,90,Ãœbergangsschuhe,Es wurde Zeit die dicken Winterschuhe zu entsorgen und bleibt man bei diesen Schuhen ist der Ãœbergang bei trockenen FÃ¼ssen. Sie sind leicht an- und auszuziehen und sehr schick. Wie immer bei Geox 1 Nummer grÃ¶sser bestellen.,5
Asics,Running,Men,US 9,116,80,DECEPCIONANTES,"EN GENERAL DE MALA CALIDAD, NO ES PIEL, ES SINTETICO Y HUELEN A PLASTOCO BARATOS, COMO LA ESTRENAMOS NO PUDIMOS DEVOLVERLAS",2
Fila,Fashion,Women,US 8,198,70,look good enough for loafers,"My daily footwear. Have held up really well, look good enough for loafers.",5
Skechers,Running,Men,US 8,49,60,CLARKS MEN'S  UNBRYLAN STEP LOAFERS,"PERFECT FIT, WORDS CANNOT EXPLAIN C",5
Nike,Casual,Women,US 8.5,557,90,Five Stars,"Good shoes, good price, speedy delivery.  Keep up the good work!",5
Adidas,Casual,Men,US 9.5,63,130,Tres bonne qualitÃ©,Tres bonne qualitÃ©,5
Reebok,Running,Women,US 6.5,2,100,Great shoes,"Most comfortable shoes Iâ€™ve ever bought, wish there were more in my size. Very good quality!",5
Converse,Basketball,Men,US 12,"2,242",120,Four Stars,Great !,4
Puma,Lifestyle,Women,US 7.5,240,110,Excellent Shoe!,"Been wearing this brand exclusively for 8+ years and I appreciate the comfort these shoes provide. The are sleek enough for formal meetings and casual enough for classroom teaching. I always look for the best price as Clarkâ€™s are expensive, which I why I got this pair - I usually get them at Clarkâ€™s. I wear these 5 days a week 10 hours a day and they last almost all year with only the sole wearing out. Note: I do maintain them weekly by cleaning and polishing which probably helps the lasting look and feel of the uppers.",5
Vans,Skate,Men,US 8,"16,662",50,Its not clarcks,"Not clarcks , it came in unsturctured brand boxEven clarcks not graved on shoes",1
New Balance,Running,Women,US 8.5,135,130,Comfort and fit well,Used wardrobe to try on a few pairs of slip ons as I wear them for work. These are comfortable and fit just right. It was up between these or the hush puppies. Ultimately went with these to try and was not diappointed.,5
Asics,Running,Men,US 10,240,160,Favorite everyday shoe,Excellent quality. Beautiful shoe.,5
Fila,Fashion,Women,US 9,455,65,Preciosos,Son preciosos pero tuve que devolverlos porque estaban grandes,5
Skechers,Walking,Men,US 9.5,"72,611",60,"100% zufrieden ! Toller Stiefel, schneller Versand, super Preis","Dieser Stiefel wÃ¼rde sogar 1000% von mir bekommen. Ich habe gar nicht so viel erwartet, aufgrund des ausgesprochen gÃ¼nstigen Preises. Aber !!!! Er ist wunderschÃ¶n. Passt perfekt, ist robust und wirklich sehr zu empfehlen. Ich habe sehr schmale Waden und hÃ¤tte mir wahrscheinlich ein sondermaÃŸ anfertigen lassen mÃ¼ssen, aber wer schlank ist und auch schmale Waden hat, wird sich Ã¼ber diesen Stiefel wirklich freuen .",5
Nike,Casual,Men,US 11,84,90,Nur etwas fÃ¼r extrem schlanke Waden,"Dieser Reisstiefel sieht wirklich gut aus. Leider ist er an den Waden extrem schmal geschnitten. Ich habe diese Stiefel fÃ¼r meine 12jÃ¤hrige sehr schlanke Tochter bestellt. Selbst sie hat den Stiefel oben am Druckknopf nicht zu bekommen. Weil sie diese aber unbedingt wollte hat der Schumacher unseres Vertrauens den Druckknopf versetzt, so dass sie letztendlich rein passte.",3
Adidas,Lifestyle,Women,US 8,"1,795",130,keine  Damenstiefel!,"Sehr hoher Schaft, somit auch nicht passend fÃ¼r Kinder.Und leider viel zu klein. Ich bin 1.63 und wiege 57kg, also ganz normale Statur. Habe auch keine dicken Waden, dennoch habe ich die Stiefel gerade mal bis zur Achillessehne zu bekommen. Sie sehen wunderschÃ¶n aus, sind aber nur was fÃ¼r wirklich sehr schlanke Beine! Artikel geht zurÃ¼ck. Ein Schein fÃ¼r den Kostenlosen rÃ¼ckversandt lag bei. Versuche jetzt nochmal die Stiefel in der kurzen/weiten Variante",2
Reebok,Crossfit,Men,US 10.5,309,130,Gummistiefel,"Leider bin ich ziemlich enttÃ¤uscht. FÃ¼r kleinere Kids vielleicht ok. Das das nicht echtes Leder ist, war mir ja schon vorher klar, aber das sind einfach Gummistiefel ! Anders kann ich es leider nicht beschreiben. An sich sehen sie ganz gut aus, aber am FuÃŸ, nein tut mir leid. Wenn man lÃ¤uft, sacken sie richtig ein. Unten breit und oben eng, dass der Knopf fast nicht zu ging. PS : Sind wie ich meine die gleichen wie die bei KrÃ¤mer fÃ¼r 80 â‚¬. Also kÃ¶nnt ihr gerne nochmal dort vorbei gucken, so wie auf dem Bild hier sehen sie nÃ¤mlich eher nicht aus. Schade !",1
Converse,Casual,Men,US 9.5,"2,144",85,"Bottes HKM pointure 38, tour de mollet 33cm et hauteur de tige 40cm.","J'ai achetÃ© ces bottes dÃ©but d'annÃ©e et je pratique l'Ã©quitation de maniÃ¨re intensive (3 Ã  5 fois par semaine) et je les mets lorsque je veux nettoyer les boxes, c'est-Ã -dire tous les jours. Elles rÃ©sistent bien d'autant plus que je ne les soigne pas non plus Ã  chaque fois car je les utilise en tant que bottes de travail. Elles sont assez confortables cependant la tirette bloque lÃ©gÃ¨rement au dÃ©but mais cela s'amÃ©liore avec son utilisation au fil du temps. Il faut lui laisser le temps de se former Ã  votre pied.Je suis ravie d'avoir trouvÃ© des bottes parfaites pour les personnes de petite taille qui nÃ©cessitent une tige courte et un tour de mollet mince tout en ayant une pointure de taille 38.Je suis satisfaite de mon achat et je recommande ces bottes.",4
Puma,Running,Women,US 9,12,90,Robo,Compre unas botas de montar y las he devuelto porque eran grandes.No me ha gustado nada haber tenido que pagar 43â‚¬ de gastos de devoluciÃ³n en correos. Me parece alucinante y un autÃ©ntico robo.,1
Vans,Skate,Men,US 10,421,70,Ottimo prodotto,"Ottimo prodotto, molto comodo, l'unica cosa Ã¨ che alla caviglia restano appena abbondanti",5
New Balance,Lifestyle,Women,US 7.5,7,90,Super Schuh,Super schÃ¶ne Schuhe !!An manchen stellen drÃ¼cken sie leider ein bissel am Anfang aber jetzt geht es !!Ich habe super tollen halt auf meinem Pferd und ich wÃ¼rde sie immer wieder kaufen !!,5
Asics,Running,Men,US 9.5,245,160,Buon prodotto,Dopo due tentativi sono finalmente riuscito ad individuare la taglia corretta. Ottimo prodotto consigliato.,5
Fila,Fashion,Women,US 7.5,60,75,Benissimo,Ottimo prodotto,5
Skechers,Training,Men,US 8,173,65,Very soft,"They are very soft, you can tell it's good quality. I'd say though that they look more sporty in real life than in the pictures. I bit like football shoes, if that makes sense:) Still happy with the quality and the material.",4
Nike,Running,Women,US 6.5,112,120,Parfait pour la pratique sportive,"UtilisÃ©es pour le Tai chi, la semelle caoutchouc amortit vraiment trÃ¨s bien, les chaussures accrochent bien au sol mais permettent aussi de glisser les pieds pour les mouvements qui le nÃ©cessitent.TrÃ¨s bonne qualitÃ© et confort.La couleur claire fait que je les porte plus Ã  l'intÃ©rieur en salle, qu'Ã  l'extÃ©rieur.",5
Adidas,Running,Men,US 11.5,"1,490",180,etwas klobig,"die Schuhe sind schÃ¶n warm, aber leider etwas klobig. Aber zum spazierengehen mit dem Hund ok.",3
Reebok,Casual,Women,US 8.5,"6,159",80,Mi mejores botas de senderismo,Muy cÃ³modas y calientitas,5
Converse,Casual,Men,US 9,"7,712",65,the top of the boot has a large opening which is good for accommodating different sizes but it slides around unless ...,"Cute but the cut of these did not work for me, returned.  The insole was cushiony but the shape of the boot made it uncomfortable to walk in.  Also, the top of the boot has a large opening which is good for accommodating different sizes but it slides around unless you cinch it all the way with the laces which I think will crease the material over time and also just felt kind of weird.  I would like to see this concept redesigned since it is a cute style but just fits really strangely (sizing up or down wouldn't have helped) and did not feel very practical.",2
Puma,Basketball,Women,US 7,"4,583",130,Not designed for wide feet or arthritic ankles,I was so DISAPPOINTED that these walking shoes would NOT allow me to slide my foot inside ! I'm 66 yrs old and walk my 82 lb dog twice a day.  These shoes looked like the perfect footwear for light snowfall days.  HAH. The opening at the top is too narrow and rigid.  There are no gussets that allow the opening to widen and accomodate your heel and ankle.  Very POOR design !  Because of that I cannot comment on the fit or comfort.  I had high hopes for these.  The tread on the bottom of the shoe and the ankle support would have made this a very stable shoe/boot.,1
Vans,Skate,Men,US 9.5,706,50,I really like these boots but I just wish they were a ...,"I really like these boots but I just wish they were a little bit more comfortable. I had to return my regular size and get a half size bigger because they definitely run small. I did keep the 7 1/2 because they are easy to wear and get around in in the city, but I find that my heel to slip out just a little bit even with my orthotics inside. I donâ€™t think I would wear them every day but the days that I do with them they are pretty comfortable",4
New Balance,Running,Women,US 8.5,146,90,Too small,Looked nice-had to return too small,3
Asics,Running,Men,US 10,"1,060",150,Cute shoe,Could not get my foot all the way in the shoe. No side zipper or opening at the shoe laces to open up the shoe,1
Fila,Fashion,Women,US 8.5,"2,076",75,Wrong shoe,I was unable to put my foot in the shoe. Returned immediately!!,1
Nike,Casual,Men,US 11,382,90,Good boot bad sole,Warm. Look good. However the soles make my ankles legs and knees bend in. I wonâ€™t be wearing them because of knee arthritis. Love new balance sneakers and was hoping these would be equally good.,4
Adidas,Lifestyle,Women,US 8,216,130,Nice,Nice boots.,5
Reebok,Crossfit,Men,US 10.5,"38,839",130,La qualitÃ  a prezzo di fabbrica,"Devo dire che esiste un rapporto di amore/odio con me e questo specifico marchioI prodotti sono eccellenti, la qualitÃ  costruttiva ottima ma, ogni volta che decido di acquistare qualcosa di questo marchio, finisco sempre per restituirlo.CONFEZIONE: bella e originale, completa di tutte le sue carte protettive sia interne che esterneMATERIALI E QUALITAâ€™:Allâ€™interno troviamo le scarpe e li notiamo subito la qualitÃ  costruttiva e dei materiali. La pelle Ã¨ fantastica le cuciture e sono impeccabili. Allâ€™interno della scarpa, sotto al tallone e sul lato interno, troviamo un piccolo â€œspessoreâ€ in gomma che permette al piede di non affaticarsiPREZZO: se prese con le giuste offerte, riuscite a risparmiare anche il 70% rispetto al negozio.Lâ€™unico diffeto di queste scarpe sono le taglie: CONTROLLATE BENE LE TAGLIE !!!!!!Come giaâ€™ detto io le ho spedite indietro piÃ¹ volte, anche cambiando taglia ma non ho mai trovato quelle adatte a me. Inoltre le foto sono davvero fatte male e non consentono di capire bene lo stile della scarpa e come potrebbero stare ai propri piediCONCLUSIONI: Le consiglio come qualitÃ  costruttiva e dei materiali, ma non ho avuto il piacere di poterle indossare nemmeno 1 ora e provare il loro fantastico design e comoditÃ ",3
Converse,Casual,Men,US 9.5,392,85,I doubt if I get original product or a copy..,The shoes were delivered in an ordinary unbranded box.. as if some local shopkeeper has send them.. the quality of shoes is bad and I doubt if it's pure leather material or else.. also not sure if it's original Clark's product..  I'm in two minds if should retain or return it.,1
Puma,Running,Women,US 9,843,90,Buone. Tutto sommato. Considerato il costo.,"La misura Ã¨ fedele a quella reale (forse la punta si allunga un po' piÃ¹ del solito, ma ritengo sia il modello).  Controllo QualitÃ  da rivedere: non si assembla una scarpa quando la suola in gomma presenta bolle e dunque irregolaritÃ  che, soprattutto sulla punta di una scarpa classica, sono fastidiose da vedere.",3
Vans,Skate,Men,US 10,"4,992",70,"Scarpe belle, misura perfetta!","Ho comprato queste scarpe durante un'offerta ad prezzo speciale (20â‚¬).Le scarpe sono di buone qualitÃ  e si presentano bene. Forse mi aspettavo qualcosa in piÃ¹ a livello della qualitÃ  della pelle, ma per il prezzo sono davvero ottime. La misura corrisponde fedelmente a quella che porto di solito.",5
New Balance,Lifestyle,Women,US 7.5,240,90,ComoditÃ  assoluta!,Che belle.. qualitÃ  buona e anche il colore molto bello la pelle certo si vede che non Ã¨ la migliore ma a quel prezzo.. cmq sono meravigliosamente comode,5
Asics,Running,Men,US 9.5,277,160,Impermeabile,Scarpe comode. La suola Ã¨ fatta in un materiale che Ã© impermeabile all acqua. Il numero corrisponde a quello reale.,5
Fila,Fashion,Women,US 7.5,350,75,Scarpe in pelle comode,"Molto comode, ottimo confort, cuscinetto morbido al plantare e al tallone, buonr finiture in pelle.",5
Skechers,Training,Men,US 8,682,65,Worst shoe from Clarks,The shoe seemed like a cheap road side product.,1
Nike,Running,Women,US 6.5,"3,532",120,Bel design qualitÃ  media,"Forma molto bella, qualita' della pelle non Ã¨ un granchÃ© morbida",5
Adidas,Running,Men,US 11.5,"1,072",180,Suola deformata,"Belle scarpe, ma quelle che sono arrivate a me avevano la suola deformata",3
Reebok,Casual,Women,US 8.5,658,80,Ok,Molto belli e comodi,5
Converse,Casual,Men,US 9,112,65,Kappa Unisex-Kinder Pure Kids Riemchensandalen,Schnelle Liefe und Preis auch i.O.rung,4
Puma,Basketball,Women,US 7,812,130,pas gÃ©nial,ces chaussures ne tiennent pas le piedla longueur est bonne mais impossible de serrer les laniÃ¨res afin que le pied soit bien tenu,1
Vans,Skate,Men,US 9.5,317,50,Talla equivocada! ðŸ˜–,"Estaba especialmente feliz de recibir este modelo ya que como es importado espere varios dÃ­as, y oh sorpresa! Talla equivocada! Es la segunda vez que me pasa en productos de importaciÃ³n:/... Lo tuve que regresar ! El modelo estÃ¡ sÃºper bonito :(",3
New Balance,Running,Women,US 8.5,307,90,work out shoes,"I do workout videos several times a week.  I like to make sure that my shoes can stand up to all the moves.  These shoes fit perfectly and are great to workout in.  I love the longer tongue on the shoes-I know that sounds funny, but they protect the ankle area more than most shoes do.",5
Asics,Running,Men,US 10,"3,448",150,â¤â¤â¤â¤â¤â¤,Comfy love it,5
Nike,Casual,Men,US 11,"1,685",90,Comfortable,Value for money,5
Adidas,Lifestyle,Women,US 7.5,"18,747",130,Comodos y buen precio,"Buen producto, muy cÃ³modos, el material se ensucia con facilidad es como tipo gamuza. QuizÃ¡s lo Ãºnico serÃ­a que para mÃ­ vienen anchos los Tennis, puesto que son amplios de la punta. Pero en general estÃ¡n bonitos, me gustaron ðŸ™‚ðŸ‘Ÿlike like like",5
Reebok,Crossfit,Men,US 9.5,998,130,Ottime scarpe ottimo prodotto,Le scarpe che ho acquistato sono comodissime e di ottimo materiale,5
Converse,Casual,Women,US 9.5,165,85,Prodotto ottimo.,Le scarpe sono perfettamente corrispondenti alla descrizione e all'immagine della pagina di amazon.,5
Puma,Running,Men,US 10,83,120,"very happy ,the wife loves them","Great sneakers . look great, thank you",5
